Date,Service_Type,Region,Cost_USD,Cost_Category,Department,Usage_Hours,Resource_Tags
2024-07-19,SQS (Queue),ap-southeast-1,16.61,Savings Plan,Fleet Management,8.9,fleet-management-sqs
2024-05-14,Redshift (Data Warehouse),eu-west-1,75.69,Spot,Fleet Management,7.1,fleet-management-redshift
2024-02-05,Route 53 (DNS),us-west-2,5.46,Savings Plan,Data Engineering,22.7,data-engineering-route 53
2024-07-21,CloudFront (CDN),ap-south-1,62.33,Spot,Fleet Management,12.1,fleet-management-cloudfront
2024-06-04,Route 53 (DNS),ap-south-1,8.3,Spot,Procurement,2.8,procurement-route 53
2024-04-12,EKS (Kubernetes),us-west-2,395.1,On-Demand,Warehouse Ops,9.6,warehouse-ops-eks
2024-03-23,DynamoDB (NoSQL),eu-west-1,97.12,Spot,Fleet Management,17.7,fleet-management-dynamodb
2024-04-22,EKS (Kubernetes),eu-west-1,236.5,On-Demand,Platform / DevOps,8.9,platform-/-devops-eks
2024-09-12,CloudWatch (Monitoring),us-east-1,22.34,Savings Plan,Logistics,4.4,logistics-cloudwatch
2024-03-20,Redshift (Data Warehouse),ap-southeast-1,247.28,Reserved,Procurement,12.5,procurement-redshift
2024-09-17,Redshift (Data Warehouse),us-west-2,76.89,Spot,Procurement,18.9,procurement-redshift
2024-07-10,RDS (Database),us-east-1,222.56,Spot,Procurement,11.7,procurement-rds
2024-02-15,SQS (Queue),ap-southeast-1,3.59,Spot,Platform / DevOps,21.1,platform-/-devops-sqs
2024-05-27,SQS (Queue),us-west-2,12.84,On-Demand,Data Engineering,1.9,data-engineering-sqs
2024-04-23,SNS (Notifications),us-west-2,12.82,Spot,Platform / DevOps,3.6,platform-/-devops-sns
2024-04-22,EKS (Kubernetes),ap-south-1,364.5,Spot,Logistics,15.9,logistics-eks
2024-06-16,SageMaker (ML),eu-west-1,254.21,Reserved,Warehouse Ops,8.3,warehouse-ops-sagemaker
2024-02-18,CloudFront (CDN),eu-west-1,49.26,On-Demand,Data Engineering,7.7,data-engineering-cloudfront
2024-04-18,RDS (Database),eu-west-1,139.07,Reserved,Logistics,22.0,logistics-rds
2024-10-16,DynamoDB (NoSQL),ap-south-1,33.31,On-Demand,Fleet Management,3.1,fleet-management-dynamodb
2024-05-17,CloudWatch (Monitoring),us-west-2,15.54,Savings Plan,Warehouse Ops,10.9,warehouse-ops-cloudwatch
2024-01-31,CloudWatch (Monitoring),,48.95,On-Demand,Warehouse Ops,19.3,warehouse-ops-cloudwatch
2024-08-06,CloudFront (CDN),us-west-2,60.01,Savings Plan,Procurement,10.1,procurement-cloudfront
2024-04-07,SageMaker (ML),ap-south-1,285.16,Reserved,Platform / DevOps,13.0,platform-/-devops-sagemaker
2024-01-15,SageMaker (ML),ap-south-1,387.69,Reserved,Fleet Management,23.2,fleet-management-sagemaker
2024-12-26,ElastiCache (Caching),eu-west-1,138.58,Savings Plan,Data Engineering,7.7,data-engineering-elasticache
2024-06-27,SNS (Notifications),ap-southeast-1,3.05,Reserved,Fleet Management,7.4,fleet-management-sns
2024-03-06,SNS (Notifications),us-east-1,13.33,Reserved,Platform / DevOps,16.8,platform-/-devops-sns
2024-09-24,EKS (Kubernetes),ap-southeast-1,480.77,Savings Plan,Platform / DevOps,8.6,platform-/-devops-eks
2024-10-04,ElastiCache (Caching),eu-west-1,41.11,Reserved,Data Engineering,21.9,data-engineering-elasticache
2024-06-08,RDS (Database),ap-southeast-1,124.68,Savings Plan,Logistics,16.4,logistics-rds
2024-04-06,SQS (Queue),us-west-2,23.38,Spot,Fleet Management,1.8,fleet-management-sqs
2024-06-18,ElastiCache (Caching),ap-south-1,118.05,Spot,Warehouse Ops,23.0,warehouse-ops-elasticache
2024-06-29,API Gateway,ap-southeast-1,28.94,Spot,Warehouse Ops,16.1,warehouse-ops-api gateway
2024-02-21,SQS (Queue),us-east-1,21.62,Reserved,Data Engineering,9.2,data-engineering-sqs
2024-06-17,DynamoDB (NoSQL),ap-southeast-1,136.28,Spot,Procurement,20.5,procurement-dynamodb
2024-07-20,Route 53 (DNS),us-west-2,2.87,Spot,Logistics,18.5,logistics-route 53
2024-12-02,Redshift (Data Warehouse),us-west-2,363.53,Savings Plan,Procurement,5.1,procurement-redshift
2024-08-21,Route 53 (DNS),ap-south-1,6.19,Savings Plan,Warehouse Ops,16.8,warehouse-ops-route 53
2024-06-26,CloudWatch (Monitoring),eu-west-1,22.32,Reserved,Logistics,11.0,logistics-cloudwatch
2024-05-09,SQS (Queue),ap-southeast-1,7.64,Spot,Fleet Management,19.4,fleet-management-sqs
2024-11-13,S3 (Storage),ap-south-1,32.84,Savings Plan,Procurement,7.9,procurement-s3
2024-04-03,SQS (Queue),ap-south-1,9.83,On-Demand,Fleet Management,18.6,fleet-management-sqs
2024-11-29,CloudWatch (Monitoring),ap-south-1,24.04,Savings Plan,Data Engineering,15.4,data-engineering-cloudwatch
2024-03-04,DynamoDB (NoSQL),ap-southeast-1,174.64,Reserved,Platform / DevOps,5.1,platform-/-devops-dynamodb
2024-04-24,API Gateway,us-west-2,29.23,Spot,Data Engineering,17.1,data-engineering-api gateway
2024-04-06,SNS (Notifications),eu-west-1,10.73,On-Demand,Procurement,2.8,procurement-sns
2024-03-21,CloudFront (CDN),us-east-1,47.81,Savings Plan,Platform / DevOps,17.0,platform-/-devops-cloudfront
2024-09-22,API Gateway,us-east-1,47.32,On-Demand,Logistics,20.5,logistics-api gateway
2024-08-14,Redshift (Data Warehouse),eu-west-1,245.58,Savings Plan,Procurement,24.0,procurement-redshift
2024-10-13,SQS (Queue),us-west-2,15.43,On-Demand,Logistics,13.2,logistics-sqs
2024-12-29,DynamoDB (NoSQL),ap-southeast-1,183.23,On-Demand,Data Engineering,11.4,data-engineering-dynamodb
2024-02-07,ElastiCache (Caching),ap-southeast-1,266.82,Savings Plan,Platform / DevOps,1.3,platform-/-devops-elasticache
2024-11-20,CloudWatch (Monitoring),eu-west-1,44.78,Reserved,Logistics,10.4,logistics-cloudwatch
2024-02-21,CloudWatch (Monitoring),us-west-2,32.89,Reserved,Warehouse Ops,17.0,warehouse-ops-cloudwatch
2024-02-02,SageMaker (ML),eu-west-1,64.72,Reserved,Procurement,2.8,procurement-sagemaker
2024-10-28,SNS (Notifications),us-east-1,13.18,Savings Plan,Platform / DevOps,8.2,platform-/-devops-sns
2024-08-29,API Gateway,ap-south-1,40.81,Reserved,Data Engineering,3.1,data-engineering-api gateway
2024-01-12,Lambda (Serverless),us-east-1,49.71,Savings Plan,Data Engineering,18.8,data-engineering-lambda
2024-04-30,SNS (Notifications),us-east-1,2.32,Savings Plan,Data Engineering,1.3,data-engineering-sns
2024-09-06,CloudWatch (Monitoring),eu-west-1,42.26,Savings Plan,Warehouse Ops,17.3,warehouse-ops-cloudwatch
2024-12-23,CloudWatch (Monitoring),us-east-1,18.96,Spot,Fleet Management,15.9,fleet-management-cloudwatch
2024-08-09,API Gateway,eu-west-1,33.0,Reserved,Logistics,13.5,logistics-api gateway
2024-09-29,RDS (Database),ap-south-1,72.47,Spot,Data Engineering,10.9,data-engineering-rds
2024-07-12,S3 (Storage),eu-west-1,65.87,Reserved,Procurement,1.0,procurement-s3
2024-04-08,Route 53 (DNS),us-east-1,2.36,Savings Plan,Procurement,10.0,procurement-route 53
2024-05-22,RDS (Database),ap-southeast-1,224.46,On-Demand,Fleet Management,5.6,fleet-management-rds
2024-05-11,EC2 (Compute),eu-west-1,587.94,Savings Plan,Data Engineering,2.9,data-engineering-ec2
2024-01-08,Lambda (Serverless),eu-west-1,22.94,Savings Plan,Platform / DevOps,17.4,platform-/-devops-lambda
2024-06-13,CloudFront (CDN),eu-west-1,20.8,Reserved,Logistics,22.0,logistics-cloudfront
2024-01-17,RDS (Database),us-east-1,276.77,Spot,Procurement,4.0,procurement-rds
2024-05-14,S3 (Storage),eu-west-1,104.26,On-Demand,Procurement,15.8,procurement-s3
2024-04-29,Redshift (Data Warehouse),us-west-2,191.27,Reserved,Fleet Management,2.9,fleet-management-redshift
2024-10-23,EKS (Kubernetes),ap-south-1,124.68,On-Demand,Procurement,21.6,procurement-eks
2024-07-25,Route 53 (DNS),us-west-2,2.24,Spot,Logistics,11.1,logistics-route 53
2024-06-29,Route 53 (DNS),ap-southeast-1,6.48,On-Demand,Logistics,12.7,logistics-route 53
2024-10-29,EKS (Kubernetes),us-west-2,326.83,Spot,Platform / DevOps,9.3,platform-/-devops-eks
2024-06-15,Route 53 (DNS),us-east-1,9.01,Savings Plan,Warehouse Ops,6.8,warehouse-ops-route 53
2024-08-17,RDS (Database),us-west-2,341.97,On-Demand,Procurement,10.5,procurement-rds
2024-03-12,SageMaker (ML),us-east-1,215.08,On-Demand,Warehouse Ops,3.0,warehouse-ops-sagemaker
2024-01-26,EKS (Kubernetes),eu-west-1,415.41,On-Demand,Procurement,17.9,procurement-eks
2024-04-09,EC2 (Compute),eu-west-1,306.15,On-Demand,Fleet Management,2.5,fleet-management-ec2
2024-12-13,Lambda (Serverless),us-west-2,93.29,Reserved,Fleet Management,10.0,fleet-management-lambda
2024-04-01,DynamoDB (NoSQL),us-west-2,60.18,On-Demand,Platform / DevOps,19.2,platform-/-devops-dynamodb
2024-02-13,SQS (Queue),eu-west-1,8.88,Spot,Data Engineering,23.7,data-engineering-sqs
2024-09-19,SNS (Notifications),eu-west-1,12.29,Reserved,Data Engineering,17.8,data-engineering-sns
2024-11-24,S3 (Storage),eu-west-1,116.04,Spot,Data Engineering,22.4,data-engineering-s3
2024-03-12,API Gateway,us-west-2,49.19,Savings Plan,Data Engineering,9.5,data-engineering-api gateway
2024-06-23,Redshift (Data Warehouse),eu-west-1,143.87,On-Demand,Warehouse Ops,9.7,warehouse-ops-redshift
2024-05-23,Redshift (Data Warehouse),us-east-1,215.72,Reserved,Data Engineering,19.3,data-engineering-redshift
2024-02-20,Route 53 (DNS),us-east-1,2.78,On-Demand,Logistics,19.6,logistics-route 53
2024-07-25,API Gateway,us-west-2,47.03,On-Demand,Fleet Management,23.9,fleet-management-api gateway
2024-12-15,CloudWatch (Monitoring),eu-west-1,18.21,Savings Plan,Platform / DevOps,8.6,platform-/-devops-cloudwatch
2024-06-15,Lambda (Serverless),us-east-1,50.59,Spot,Platform / DevOps,20.8,platform-/-devops-lambda
2024-01-24,EKS (Kubernetes),us-east-1,323.19,Spot,Logistics,6.8,logistics-eks
2024-06-03,ElastiCache (Caching),us-east-1,92.8,On-Demand,Logistics,20.6,logistics-elasticache
2024-08-29,Lambda (Serverless),,58.43,On-Demand,Fleet Management,18.0,fleet-management-lambda
2024-05-24,CloudWatch (Monitoring),eu-west-1,36.56,Reserved,Fleet Management,7.5,fleet-management-cloudwatch
2024-12-16,Redshift (Data Warehouse),us-east-1,104.21,Savings Plan,Warehouse Ops,13.5,warehouse-ops-redshift
2024-07-29,RDS (Database),ap-southeast-1,165.17,On-Demand,Data Engineering,22.8,data-engineering-rds
2024-04-19,Route 53 (DNS),us-east-1,3.8,Savings Plan,Procurement,19.8,procurement-route 53
2024-12-16,S3 (Storage),us-east-1,141.94,On-Demand,Fleet Management,15.0,fleet-management-s3
2024-09-18,SNS (Notifications),ap-southeast-1,10.84,Savings Plan,Procurement,2.8,procurement-sns
2024-01-15,RDS (Database),ap-south-1,207.39,Reserved,Data Engineering,20.9,data-engineering-rds
2024-09-05,Route 53 (DNS),us-west-2,8.42,Reserved,Fleet Management,7.1,fleet-management-route 53
2024-01-18,SQS (Queue),eu-west-1,23.69,Savings Plan,Platform / DevOps,6.4,platform-/-devops-sqs
2024-10-14,SageMaker (ML),ap-southeast-1,193.81,Spot,Logistics,3.3,logistics-sagemaker
2024-02-16,API Gateway,us-west-2,15.64,Savings Plan,Fleet Management,14.7,fleet-management-api gateway
2024-09-04,Redshift (Data Warehouse),ap-south-1,168.92,Reserved,Fleet Management,6.6,fleet-management-redshift
2024-04-24,SNS (Notifications),ap-southeast-1,17.92,Spot,Fleet Management,3.8,fleet-management-sns
2024-03-24,ElastiCache (Caching),ap-southeast-1,29.72,Reserved,Logistics,4.2,logistics-elasticache
2024-08-14,EKS (Kubernetes),ap-south-1,280.87,Savings Plan,Fleet Management,18.3,fleet-management-eks
2024-01-10,API Gateway,eu-west-1,49.13,On-Demand,Data Engineering,10.9,data-engineering-api gateway
2024-09-28,SNS (Notifications),us-east-1,4.94,On-Demand,Data Engineering,6.0,data-engineering-sns
2024-09-22,ElastiCache (Caching),ap-southeast-1,111.05,On-Demand,Warehouse Ops,15.6,warehouse-ops-elasticache
2024-08-14,Lambda (Serverless),us-east-1,40.42,On-Demand,Fleet Management,5.5,fleet-management-lambda
2024-06-05,CloudWatch (Monitoring),us-west-2,14.05,Spot,Fleet Management,23.4,fleet-management-cloudwatch
2024-02-29,EKS (Kubernetes),ap-south-1,137.18,Spot,Platform / DevOps,5.2,platform-/-devops-eks
2024-10-17,SageMaker (ML),eu-west-1,293.96,On-Demand,Warehouse Ops,19.1,warehouse-ops-sagemaker
2024-02-18,Lambda (Serverless),eu-west-1,74.45,Spot,Procurement,20.1,procurement-lambda
2024-09-19,Route 53 (DNS),us-west-2,7.46,Reserved,Fleet Management,15.9,fleet-management-route 53
2024-07-11,ElastiCache (Caching),ap-south-1,89.03,On-Demand,Warehouse Ops,21.4,warehouse-ops-elasticache
2024-05-29,EC2 (Compute),ap-south-1,143.08,Savings Plan,Fleet Management,8.8,fleet-management-ec2
2024-05-15,Lambda (Serverless),ap-southeast-1,60.49,Reserved,Platform / DevOps,1.2,platform-/-devops-lambda
2024-05-18,EC2 (Compute),eu-west-1,212.49,Reserved,Fleet Management,1.8,fleet-management-ec2
2024-04-18,S3 (Storage),eu-west-1,79.89,Savings Plan,Logistics,12.1,logistics-s3
2024-11-09,EKS (Kubernetes),eu-west-1,655.52,On-Demand,Warehouse Ops,10.8,warehouse-ops-eks
2024-10-16,SageMaker (ML),us-east-1,229.1,Spot,Fleet Management,11.2,fleet-management-sagemaker
2024-09-02,RDS (Database),ap-southeast-1,67.16,Spot,Logistics,13.0,logistics-rds
2024-09-08,EC2 (Compute),us-west-2,437.1,On-Demand,Procurement,11.4,procurement-ec2
2024-03-21,Lambda (Serverless),ap-southeast-1,31.07,Reserved,Data Engineering,7.3,data-engineering-lambda
2024-11-29,CloudWatch (Monitoring),ap-southeast-1,44.01,On-Demand,Logistics,20.2,logistics-cloudwatch
2024-08-16,EKS (Kubernetes),us-east-1,447.1,On-Demand,Logistics,9.5,logistics-eks
2024-12-02,ElastiCache (Caching),us-east-1,70.7,On-Demand,Procurement,23.3,procurement-elasticache
2024-08-20,S3 (Storage),eu-west-1,67.92,Spot,Platform / DevOps,1.6,platform-/-devops-s3
2024-08-26,CloudWatch (Monitoring),eu-west-1,16.09,Savings Plan,Logistics,9.6,logistics-cloudwatch
2024-11-19,RDS (Database),eu-west-1,1167.13,Reserved,Data Engineering,16.8,data-engineering-rds
2024-07-05,EC2 (Compute),ap-southeast-1,227.24,On-Demand,Data Engineering,4.6,data-engineering-ec2
2024-05-30,RDS (Database),eu-west-1,270.54,Savings Plan,Data Engineering,20.0,data-engineering-rds
2024-01-09,CloudWatch (Monitoring),us-east-1,13.3,Reserved,Warehouse Ops,14.0,warehouse-ops-cloudwatch
2024-10-27,SageMaker (ML),eu-west-1,239.07,Savings Plan,Warehouse Ops,2.2,warehouse-ops-sagemaker
2024-03-16,ElastiCache (Caching),ap-southeast-1,69.39,Reserved,Procurement,12.2,procurement-elasticache
2024-03-13,Route 53 (DNS),ap-southeast-1,4.98,Spot,Platform / DevOps,12.1,platform-/-devops-route 53
2024-09-24,SQS (Queue),us-east-1,17.67,On-Demand,Logistics,17.0,logistics-sqs
2024-01-24,EC2 (Compute),ap-south-1,303.85,Reserved,Procurement,23.0,procurement-ec2
2024-02-18,DynamoDB (NoSQL),us-east-1,161.55,Savings Plan,Logistics,18.8,logistics-dynamodb
2024-07-12,Redshift (Data Warehouse),us-west-2,178.28,Spot,Logistics,17.1,logistics-redshift
2024-10-10,CloudFront (CDN),ap-southeast-1,43.52,Reserved,Fleet Management,1.3,fleet-management-cloudfront
2024-05-25,Lambda (Serverless),us-east-1,34.75,On-Demand,Warehouse Ops,14.7,warehouse-ops-lambda
2024-06-25,S3 (Storage),us-east-1,40.59,Spot,Data Engineering,19.7,data-engineering-s3
2024-12-15,Redshift (Data Warehouse),ap-southeast-1,261.05,Reserved,Fleet Management,8.3,fleet-management-redshift
2024-02-07,CloudFront (CDN),eu-west-1,20.93,Spot,Fleet Management,11.6,fleet-management-cloudfront
2024-06-17,Lambda (Serverless),us-east-1,48.14,On-Demand,Logistics,13.2,logistics-lambda
2024-09-17,ElastiCache (Caching),us-east-1,48.8,On-Demand,Platform / DevOps,3.3,platform-/-devops-elasticache
2024-06-12,DynamoDB (NoSQL),ap-south-1,126.67,Reserved,Data Engineering,19.4,data-engineering-dynamodb
2024-02-21,ElastiCache (Caching),eu-west-1,98.62,Reserved,Platform / DevOps,8.1,platform-/-devops-elasticache
2024-10-11,S3 (Storage),us-east-1,115.66,Spot,Fleet Management,18.7,fleet-management-s3
2024-04-19,DynamoDB (NoSQL),ap-southeast-1,152.94,On-Demand,Logistics,13.2,logistics-dynamodb
2024-06-25,ElastiCache (Caching),us-east-1,58.81,Savings Plan,Warehouse Ops,1.8,warehouse-ops-elasticache
2024-12-26,CloudWatch (Monitoring),eu-west-1,66.05,Savings Plan,Procurement,21.2,procurement-cloudwatch
2024-04-10,API Gateway,ap-south-1,28.5,Reserved,Platform / DevOps,6.6,platform-/-devops-api gateway
2024-06-01,DynamoDB (NoSQL),eu-west-1,97.27,Spot,Procurement,21.9,procurement-dynamodb
2024-03-20,CloudWatch (Monitoring),us-west-2,34.58,On-Demand,Warehouse Ops,4.8,warehouse-ops-cloudwatch
2024-03-15,Redshift (Data Warehouse),us-west-2,139.01,Spot,Fleet Management,14.1,fleet-management-redshift
2024-03-27,DynamoDB (NoSQL),us-west-2,133.28,Reserved,Procurement,21.9,procurement-dynamodb
2024-11-05,API Gateway,eu-west-1,34.58,Spot,Warehouse Ops,11.9,warehouse-ops-api gateway
2024-07-01,SNS (Notifications),ap-south-1,15.64,Savings Plan,Procurement,17.9,procurement-sns
2024-08-28,DynamoDB (NoSQL),eu-west-1,33.44,Reserved,Warehouse Ops,18.5,warehouse-ops-dynamodb
2024-05-25,Redshift (Data Warehouse),eu-west-1,120.17,Reserved,Warehouse Ops,17.9,warehouse-ops-redshift
2024-12-26,EC2 (Compute),ap-southeast-1,336.43,Spot,Warehouse Ops,12.1,warehouse-ops-ec2
2024-08-17,CloudFront (CDN),us-west-2,63.36,Reserved,Logistics,2.2,logistics-cloudfront
2024-09-27,CloudWatch (Monitoring),ap-southeast-1,47.88,Reserved,Data Engineering,15.4,data-engineering-cloudwatch
2024-08-18,Lambda (Serverless),ap-southeast-1,39.78,Spot,Procurement,6.3,procurement-lambda
2024-04-19,S3 (Storage),us-east-1,31.89,On-Demand,Fleet Management,2.5,fleet-management-s3
2024-01-22,DynamoDB (NoSQL),us-east-1,46.63,Spot,Fleet Management,14.6,fleet-management-dynamodb
2024-07-19,RDS (Database),ap-southeast-1,266.79,Spot,Fleet Management,4.6,fleet-management-rds
2024-05-15,CloudWatch (Monitoring),ap-south-1,47.85,Savings Plan,Warehouse Ops,9.9,warehouse-ops-cloudwatch
2024-07-11,API Gateway,eu-west-1,48.67,On-Demand,Data Engineering,11.8,data-engineering-api gateway
2024-05-03,RDS (Database),eu-west-1,204.53,Savings Plan,Data Engineering,4.5,data-engineering-rds
2024-04-10,RDS (Database),us-west-2,138.58,Reserved,Platform / DevOps,6.5,platform-/-devops-rds
2024-04-14,Lambda (Serverless),us-west-2,45.47,Spot,Warehouse Ops,18.0,warehouse-ops-lambda
2024-11-17,CloudFront (CDN),us-east-1,,On-Demand,Procurement,6.0,procurement-cloudfront
2024-03-04,ElastiCache (Caching),ap-south-1,126.04,Spot,Fleet Management,1.6,fleet-management-elasticache
2024-11-21,ElastiCache (Caching),ap-south-1,128.05,Savings Plan,Logistics,8.1,logistics-elasticache
2024-07-31,SNS (Notifications),us-east-1,5.25,Reserved,Data Engineering,8.6,data-engineering-sns
2024-04-08,API Gateway,us-east-1,29.22,Reserved,Logistics,18.9,logistics-api gateway
2024-02-27,RDS (Database),eu-west-1,191.1,On-Demand,Logistics,18.8,logistics-rds
2024-11-22,CloudFront (CDN),ap-southeast-1,42.39,On-Demand,Procurement,16.2,procurement-cloudfront
2024-12-07,DynamoDB (NoSQL),us-east-1,231.48,Savings Plan,Fleet Management,1.5,fleet-management-dynamodb
2024-02-22,CloudWatch (Monitoring),ap-southeast-1,33.3,On-Demand,Warehouse Ops,23.3,warehouse-ops-cloudwatch
2024-01-17,Lambda (Serverless),us-west-2,61.67,Spot,Platform / DevOps,16.7,platform-/-devops-lambda
2024-06-19,CloudFront (CDN),us-west-2,73.89,Spot,Procurement,23.0,procurement-cloudfront
2024-10-09,SNS (Notifications),us-east-1,10.28,Spot,Logistics,21.1,logistics-sns
2024-09-13,RDS (Database),us-east-1,167.54,Spot,Platform / DevOps,3.3,platform-/-devops-rds
2024-08-04,EKS (Kubernetes),us-east-1,329.6,On-Demand,Fleet Management,9.9,fleet-management-eks
2024-01-12,ElastiCache (Caching),us-east-1,126.39,Reserved,Warehouse Ops,3.0,warehouse-ops-elasticache
2024-02-28,EC2 (Compute),ap-southeast-1,215.64,Reserved,Logistics,1.9,logistics-ec2
2024-02-13,SQS (Queue),us-west-2,12.89,Spot,Logistics,19.8,logistics-sqs
2024-06-19,EKS (Kubernetes),eu-west-1,299.57,On-Demand,Logistics,11.7,logistics-eks
2024-10-10,API Gateway,us-east-1,15.93,Reserved,Fleet Management,10.7,fleet-management-api gateway
2024-02-14,RDS (Database),us-west-2,266.3,Reserved,Warehouse Ops,18.5,warehouse-ops-rds
2024-02-08,SNS (Notifications),ap-south-1,7.32,On-Demand,Data Engineering,2.7,data-engineering-sns
2024-12-21,EKS (Kubernetes),us-west-2,370.76,Savings Plan,Procurement,1.6,procurement-eks
2024-01-13,Lambda (Serverless),eu-west-1,13.61,Reserved,Fleet Management,4.4,fleet-management-lambda
2024-02-20,CloudFront (CDN),ap-south-1,29.96,Reserved,Fleet Management,13.1,fleet-management-cloudfront
2024-03-22,CloudWatch (Monitoring),us-west-2,16.49,Reserved,Logistics,3.3,logistics-cloudwatch
2024-02-17,CloudFront (CDN),us-east-1,52.65,Spot,Logistics,5.1,logistics-cloudfront
2024-06-24,DynamoDB (NoSQL),ap-southeast-1,169.77,Reserved,Data Engineering,10.2,data-engineering-dynamodb
2024-04-17,EC2 (Compute),ap-south-1,144.71,Spot,Fleet Management,14.1,fleet-management-ec2
